title;author;soldBy;stars;price;isKindleUnlimited;isBestSeller;Genre;publishedYear
Pete and Alice in Maine: A Novel;Caitlin Shetterly;HarperCollins Publishers;3.8;13.99;FALSE;FALSE;Literature & Fiction;2023
The Music of Bees: A Novel;Eileen Garvin;Penguin Group (USA) LLC;4.5;12.99;FALSE;FALSE;Literature & Fiction;2021
Silver Girl: A Novel;Elin Hilderbrand;Hachette Book Group;4.5;8.99;FALSE;FALSE;Literature & Fiction;2011
If the Creek Don't Rise: A Novel;Leah Weiss;Amazon.com Services LLC;4.4;2.51;TRUE;FALSE;Literature & Fiction;2017
Wicked for the Duke: A Regency and Victorian Romance Collection;Samantha Holt;Amazon.com Services LLC;4.3;0.99;TRUE;FALSE;Literature & Fiction;2023
Nora Roberts's The Gallaghers of Ardmore Trilogy;Nora Roberts;Penguin Group (USA) LLC;4.7;16.99;FALSE;FALSE;Literature & Fiction;2011
Stunted Heart;Helena Harte;Amazon.com Services LLC;4.6;6.99;TRUE;FALSE;Literature & Fiction;2023
Saved by Two;L.S. Pullen;Amazon.com Services LLC;4.3;4.99;TRUE;TRUE;Literature & Fiction;2023
Farrell Covington and the Limits of Style: A Novel;Paul Rudnick;Simon and Schuster Digital Sales Inc;4.6;14.99;FALSE;FALSE;Literature & Fiction;2023
The Thread Collectors: A Novel;Shaunna J. Edwards;Harlequin Digital Sales Corp.;4.5;7.99;FALSE;FALSE;Literature & Fiction;2022
The Do-Over: A totally laugh-out-loud, feel-good romantic comedy;Sharon M. Peterson;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2022
The Seamstress of New Orleans: A Fascinating Novel of Southern Historical Fiction;Diane C. McPhail;Amazon.com Services LLC;4.1;1.99;TRUE;FALSE;Literature & Fiction;2022
The Girl in the Picture: A totally gripping and emotional page-turner;Melissa Wiesner;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2021
Nightcrawling: A novel;Leila Mottley;Random House LLC;4.4;11.99;FALSE;FALSE;Literature & Fiction;2022
And Then There's Margaret: A Laugh Out Loud Family Dramedy (Novel);Carolyn Clarke;Amazon.com Services LLC;3.9;5.99;TRUE;FALSE;Literature & Fiction;2022
Think and Grow Rich;Napoleon Hill;De Marque;4.8;2.85;FALSE;TRUE;Literature & Fiction;2023
Midnight's Children;Salman Rushdie;Random House LLC;4.3;13.99;FALSE;FALSE;Literature & Fiction;2010
The Summer Proposal;Vi Keeland;Amazon.com Services LLC;4.6;3.99;FALSE;FALSE;Literature & Fiction;2022
The Wedding Game;Meghan Quinn;Amazon.com Services LLC;4.2;4.99;TRUE;FALSE;Literature & Fiction;2021
How to Read a Book;Charles Van Doren;Simon and Schuster Digital Sales Inc;4.5;14.99;FALSE;FALSE;Literature & Fiction;2011
Three Swedish Mountain Men: A Reverse Harem Romance;Lily Gold;Amazon.com Services LLC;4.3;4.99;TRUE;FALSE;Literature & Fiction;2021
Beautiful Graves;L.J. Shen;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2022
Their Eyes Were Watching God: A Novel;Zora Neale Hurston;HarperCollins Publishers;4.6;14.99;TRUE;FALSE;Literature & Fiction;2009
The Night of Many Endings: A Novel;Melissa Payne;Amazon.com Services LLC;4.4;2.49;TRUE;FALSE;Literature & Fiction;2021
The Good Lord Bird (National Book Award Winner): A Novel;James McBride;Penguin Group (USA) LLC;4.4;10.99;FALSE;FALSE;Literature & Fiction;2013
Those Who Wait;Haley Cass;Amazon.com Services LLC;4.7;7.99;TRUE;FALSE;Literature & Fiction;2020
Under the Java Moon: A Novel of World War II;Heather B. Moore;Amazon.com Services LLC;4.7;19.99;FALSE;FALSE;Literature & Fiction;2023
You or Someone Like You;Winter Renshaw;Amazon.com Services LLC;4.4;3.99;TRUE;FALSE;Literature & Fiction;2023
Musashi: An Epic Novel of the Samurai Era;Eiji Yoshikawa;Penguin Random House Publisher Services;4.8;18.99;FALSE;FALSE;Literature & Fiction;2012
Rosie’s Travelling Tea Shop;Rebecca Raisin;HarperCollins Publishers;4.2;6.99;FALSE;FALSE;Literature & Fiction;2019
Mrs. Everything: A Novel;Jennifer Weiner;Simon and Schuster Digital Sales Inc;4.1;12.99;TRUE;FALSE;Literature & Fiction;2019
A Family Affair: A Novel;Robyn Carr;Harlequin Digital Sales Corp.;4.5;8.99;FALSE;FALSE;Literature & Fiction;2022
Nora Roberts's Bride Quartet;Nora Roberts;Penguin Group (USA) LLC;4.8;21.99;FALSE;FALSE;Literature & Fiction;2011
You & Me;Tal Bauer;Amazon.com Services LLC;4.7;4.99;TRUE;FALSE;Literature & Fiction;2022
I Know Why the Caged Bird Sings;Maya Angelou;Random House LLC;4.7;4.99;FALSE;FALSE;Literature & Fiction;2009
Britt-Marie Was Here: A Novel;Fredrik Backman;Simon and Schuster Digital Sales Inc;4.4;13.99;FALSE;FALSE;Literature & Fiction;2016
Our Wives Under the Sea: A Novel;Julia Armfield;Macmillan;4;11.99;FALSE;FALSE;Literature & Fiction;2022
A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life;George Saunders;Random House LLC;4.7;14.99;FALSE;FALSE;Literature & Fiction;2021
Travis;C.J. Petit;Amazon.com Services LLC;4.4;0.99;TRUE;FALSE;Literature & Fiction;2023
Roommates With Benefits: A Reverse Harem Romance;Cassie Cole;Amazon.com Services LLC;4.3;0.99;TRUE;FALSE;Literature & Fiction;2023
No Place Like Home: A Novel;Barbara O'Neal;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2014
River Sing Me Home;Eleanor Shearer;Penguin Group (USA) LLC;4.4;11.99;FALSE;FALSE;Literature & Fiction;2023
Carolina Moon;Nora Roberts;Penguin Group (USA) LLC;4.6;8.99;FALSE;FALSE;Literature & Fiction;2001
Mercury Pictures Presents: A Novel;Anthony Marra;Random House LLC;4.1;13.99;FALSE;FALSE;Literature & Fiction;2022
Sir Hereward and Mister Fitz: Stories of the Witch Knight and the Puppet Sorcerer;Garth Nix;HarperCollins Publishers;4.4;14.99;FALSE;FALSE;Literature & Fiction;2023
Spinning Silver: A Novel;Naomi Novik;Random House LLC;4.6;13.99;FALSE;FALSE;Literature & Fiction;2018
Hester: A Novel;Laurie Lico Albanese;Macmillan;4.3;11.99;FALSE;FALSE;Literature & Fiction;2022
Angels of the Resistance: A Novel of Sisterhood and Courage in WWII;Noelle Salazar;Harlequin Digital Sales Corp.;4.6;13.99;FALSE;FALSE;Literature & Fiction;2022
Never Leave: The Story Of Knowledge Toussaint;S. Yvonne;Amazon.com Services LLC;4.8;5.99;TRUE;FALSE;Literature & Fiction;2023
Mary Jane: A Novel;Jessica Anya Blau;HarperCollins Publishers;4.4;14.99;TRUE;FALSE;Literature & Fiction;2021
Beach Music: A Novel;Pat Conroy;Random House LLC;4.5;12.99;FALSE;FALSE;Literature & Fiction;2011
Euphoria;Lily King;Amazon.com Services LLC;4.2;9.99;FALSE;FALSE;Literature & Fiction;2023
The Choice;Nicholas Sparks;Hachette Book Group;4.4;8.99;FALSE;FALSE;Literature & Fiction;2007
A Pair of Sparkling Eyes: A Pride and Prejudice Variation;Andreea Catana;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2023
A Plethora of Peers: A Regency Romp inspired by P&P;Sydney Salier;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2023
The Red Tent - 20th Anniversary Edition: A Novel;Anita Diamant;Macmillan;4.5;9.99;TRUE;TRUE;Literature & Fiction;2010
Big Chicas Don't Cry;Annette Chavez Macias;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2022
The Last Anniversary: A Summer Beach Read;Liane Moriarty;HarperCollins Publishers;4.1;1.99;TRUE;FALSE;Literature & Fiction;2010
Summer People: A Novel;Elin Hilderbrand;Macmillan;4.3;11.99;FALSE;FALSE;Literature & Fiction;2010
The Christmas Fix;Lucy Score;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Literature & Fiction;2017
Then You Came Along: A Novel;Debbie Macomber;Harlequin Digital Sales Corp.;4.5;7.99;FALSE;FALSE;Literature & Fiction;2023
The Pact: A Love Story;Jodi Picoult;HarperCollins Publishers;4.4;8.99;FALSE;FALSE;Literature & Fiction;2009
The Nix: A novel;Nathan Hill;Random House LLC;4.2;13.99;FALSE;FALSE;Literature & Fiction;2016
There There: A novel;Tommy Orange;Random House LLC;4.3;12.99;FALSE;FALSE;Literature & Fiction;2018
The Hollywood Jinx;Sariah Wilson;Amazon.com Services LLC;4.2;4.99;TRUE;FALSE;Literature & Fiction;2023
Out of the Clear Blue Sky;Kristan Higgins;Penguin Group (USA) LLC;4.6;8.99;FALSE;FALSE;Literature & Fiction;2022
Take Me With You;Catherine Ryan Hyde;Amazon.com Services LLC;4.4;4.49;TRUE;FALSE;Literature & Fiction;2014
Atlas: Shadowridge Guardians MC, Book 3;Becca Jameson;Amazon.com Services LLC;4.7;4.99;FALSE;FALSE;Literature & Fiction;2023
Cyberpunk 2077: No Coincidence;Rafal Kosik;Hachette Book Group;4.4;9.99;FALSE;FALSE;Literature & Fiction;2023
The Stubborn Cowboy's Unexpected Blessing: A Christian Historical Romance Book;Chloe Carley;Amazon.com Services LLC;4.7;0.99;TRUE;TRUE;Literature & Fiction;2023
Air Awakens: The Complete Series;Elise Kova;Amazon.com Services LLC;4.6;9.99;TRUE;FALSE;Literature & Fiction;2016
Butterfly 4;Ashley Antoinette;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Literature & Fiction;2022
The Witches of Bone Hill: A Novel;Ava Morgyn;Macmillan;4.1;12.99;FALSE;FALSE;Literature & Fiction;2023
The Ocean at the End of the Lane: A Novel;Neil Gaiman;HarperCollins Publishers;4.4;8.99;TRUE;FALSE;Literature & Fiction;2013
The House on Mango Street;Sandra Cisneros;Random House LLC;4.4;9.99;FALSE;FALSE;Literature & Fiction;2013
Fling;Adriana Locke;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2022
The Last House on the Street: A Novel;Diane Chamberlain;Macmillan;4.5;11.99;TRUE;FALSE;Literature & Fiction;2022
Nora Roberts' The Chesapeake Bay Saga;Nora Roberts;Penguin Group (USA) LLC;4.7;29.99;FALSE;FALSE;Literature & Fiction;2011
The Silver Star: A Novel;Jeannette Walls;Simon and Schuster Digital Sales Inc;4.3;13.99;FALSE;FALSE;Literature & Fiction;2013
The Glovemaker's Daughter: Completely heartbreaking and gripping World War Two fiction;Shari J. Ryan;Amazon.com Services LLC;4.6;0.99;TRUE;FALSE;Literature & Fiction;2023
The Spanish Daughter: A Gripping Historical Novel Perfect for Book Clubs;Lorena Hughes;Amazon.com Services LLC;4.1;9.97;TRUE;FALSE;Literature & Fiction;2021
The Boy in the Photo: An absolutely gripping and emotional page turner;Nicole Trope;Amazon.com Services LLC;4.3;3.99;TRUE;FALSE;Literature & Fiction;2019
The Slob;Aron Beauregard;Amazon.com Services LLC;3.9;3.99;FALSE;FALSE;Literature & Fiction;2020
Year of Wonders: A Novel;Geraldine Brooks;Penguin Group (USA) LLC;4.4;12.99;FALSE;FALSE;Literature & Fiction;2002
Ripe: A Novel;Sarah Rose Etter;Simon and Schuster Digital Sales Inc;3.8;12.99;FALSE;FALSE;Literature & Fiction;2023
All You Have to Do Is Call;Kerri Maher;Penguin Group (USA) LLC;4.5;14.99;FALSE;FALSE;Literature & Fiction;2023
The Christmas Orphans Club: A Novel;Becca Freeman;Penguin Group (USA) LLC;4.9;11.99;FALSE;FALSE;Literature & Fiction;2023
Funny You Should Ask: A Novel;Elissa Sussman;Random House LLC;4.1;13.99;FALSE;FALSE;Literature & Fiction;2022
Of Mice and Men;John Steinbeck;Penguin Group (USA) LLC;4.6;9.99;FALSE;FALSE;Literature & Fiction;1993
Twisted Ink: A Why Choose Romance;A.M. McCoy;Amazon.com Services LLC;4.6;3.99;FALSE;FALSE;Literature & Fiction;2023
Stars Collide: A Novel;Rachel Lacey;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2023
Marrow;Trisha Wolfe;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2023
Starship Troopers;Robert A. Heinlein;Penguin Group (USA) LLC;4.5;9.99;FALSE;FALSE;Literature & Fiction;1987
Look Out for the Little Guy;Scott Lang;Disney Book Group;4.6;13.99;FALSE;FALSE;Literature & Fiction;2023
Social Engagement: A Novel;Avery Carpenter Forrey;HarperCollins Publishers;3.3;1.99;FALSE;TRUE;Literature & Fiction;2023
Nora Roberts The Sign of Seven Trilogy;Nora Roberts;Penguin Group (USA) LLC;4.7;22.99;FALSE;FALSE;Literature & Fiction;2011
The Pact;Max Monroe;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Literature & Fiction;2021
The Seven Moons of Maali Almeida;Shehan Karunatilaka;Amazon.com Services LLC;4.4;9.2;FALSE;FALSE;Literature & Fiction;2022
The Rain King: A Dark Gang Romance;Selena;Amazon.com Services LLC;3.9;9.99;TRUE;FALSE;Literature & Fiction;2022
The Matchmaker: A Novel;Elin Hilderbrand;Hachette Book Group;4.5;9.99;FALSE;FALSE;Literature & Fiction;2014
A Bakery in Paris: A Novel;Aimie K. Runyan;HarperCollins Publishers;4.5;11.99;FALSE;FALSE;Literature & Fiction;2023
I Used to be Fun;Melanie Summers;Amazon.com Services LLC;4.2;4.99;TRUE;FALSE;Literature & Fiction;2023
Hunger: The Complete Trilogy;Jeremy Robinson;Amazon.com Services LLC;4.7;6.99;TRUE;FALSE;Literature & Fiction;2023
The Undertaker's Assistant: A Captivating Post-Civil War Era Novel of Southern Historical Fiction;Amanda Skenandore;Amazon.com Services LLC;4.4;9.26;TRUE;FALSE;Literature & Fiction;2019
Fake It 'Til You Break It;Meagan Brandy;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2020
The Help;Kathryn Stockett;Penguin Group (USA) LLC;4.7;13.99;FALSE;FALSE;Literature & Fiction;2009
Until Ace;Ana Balen;Amazon.com Services LLC;4.2;3.99;TRUE;FALSE;Literature & Fiction;2023
Jake McCabe: Bound for Texas;Patrick Lindsay;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2023
Finding Dorothy: A Novel;Elizabeth Letts;Random House LLC;4.5;9.99;FALSE;FALSE;Literature & Fiction;2019
The Next Best Day;Sharon Sala;Amazon.com Services LLC;4.7;6.45;FALSE;FALSE;Literature & Fiction;2022
The Watermen: Selections from Chesapeake;James A. Michener;Random House LLC;4.4;8.99;FALSE;FALSE;Literature & Fiction;2014
The Matchmaker's Gift: A Novel;Lynda Cohen Loigman;Macmillan;4.5;2.99;FALSE;FALSE;Literature & Fiction;2022
Yearning For Her;Tiffany Roberts;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2023
A Curse of Shadows and Ice: A Beauty and the Beast Retelling;C.A. Maura;Amazon.com Services LLC;4.5;6.99;TRUE;FALSE;Literature & Fiction;2022
No Easy Dare: A One-Night-Stand, Fake Fiancé Romance;Samantha Christy;Amazon.com Services LLC;4.7;4.99;TRUE;FALSE;Literature & Fiction;2023
Demon's Dream: An Unexpected Love;elle kayson;Amazon.com Services LLC;4.9;5.99;TRUE;FALSE;Literature & Fiction;2022
The Perks of Being a Wallflower;Stephen Chbosky;Simon and Schuster Digital Sales Inc;4.7;11.99;FALSE;FALSE;Literature & Fiction;2010
Minx;Sophie Lark;Amazon.com Services LLC;4.2;5.99;TRUE;FALSE;Literature & Fiction;2023
On Earth as It Is on Television;Emily Jane;Disney Book Group;4;13.99;FALSE;FALSE;Literature & Fiction;2023
Cage of Souls: Shortlisted for the Arthur C. Clarke Award 2020;Adrian Tchaikovsky;Amazon.com Services LLC;4.5;6.99;TRUE;FALSE;Literature & Fiction;2019
Mindhunter: Inside the FBI's Elite Serial Crime Unit;John E. Douglas;Simon and Schuster Digital Sales Inc;4.6;14.99;FALSE;FALSE;Literature & Fiction;1998
The Weaver and the Witch Queen;Genevieve Gornichec;Penguin Group (USA) LLC;4.2;14.99;FALSE;FALSE;Literature & Fiction;2023
London: The Novel;Edward Rutherfurd;Random House LLC;4.4;6.99;FALSE;FALSE;Literature & Fiction;2011
Flight Plan;T.B. Markinson;Amazon.com Services LLC;4.6;7.99;TRUE;FALSE;Literature & Fiction;2023
The Secret Midwife;Soraya M. Lane;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Literature & Fiction;2023
The Guest House by the Sea: An absolutely heartwarming Irish novel to curl up with in 2023 from the kindle #1 bestselling author;Faith Hogan;Amazon.com Services LLC;4.3;6.99;TRUE;FALSE;Literature & Fiction;2023
I Thought You Said This Would Work: A Novel;Ann Garvin;Amazon.com Services LLC;4.4;2.49;TRUE;FALSE;Literature & Fiction;2021
Campus Chronicles: Kamaria & Kyree's Story;Cion Lee;Amazon.com Services LLC;4.7;9.99;TRUE;FALSE;Literature & Fiction;2023
Caleb's Crossing: A Novel;Geraldine Brooks;Penguin Group (USA) LLC;4.3;12.99;FALSE;FALSE;Literature & Fiction;2011
Best Friends Forever: A Novel;Jennifer Weiner;Simon and Schuster Digital Sales Inc;4.1;13.99;FALSE;FALSE;Literature & Fiction;2009
The Museum of Ordinary People;Mike Gayle;Hachette Book Group;4.2;11.99;FALSE;FALSE;Literature & Fiction;2023
The Girl from Portofino: An epic, sweeping historical novel from Siobhan Daiko;Siobhan Daiko;Amazon.com Services LLC;4.4;0.99;TRUE;TRUE;Literature & Fiction;2023
Order of Scorpions;Ivy Asher;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Literature & Fiction;2022
This Bird Has Flown: A Novel;Susanna Hoffs;Hachette Book Group;4.1;14.99;FALSE;FALSE;Literature & Fiction;2023
Really Good, Actually: A Novel;Monica Heisey;HarperCollins Publishers;3.3;1.99;FALSE;FALSE;Literature & Fiction;2023
The Women of Chateau Lafayette;Stephanie Dray;Penguin Group (USA) LLC;4.5;8.99;FALSE;FALSE;Literature & Fiction;2021
Memoirs of a Geisha (Vintage Contemporaries);Arthur Golden;Random House LLC;4.6;12.99;FALSE;FALSE;Literature & Fiction;1999
The Fisherman;John Langan;Amazon.com Services LLC;4.3;9.99;FALSE;FALSE;Literature & Fiction;2016
The Kitchen Front: A Novel;Jennifer Ryan;Random House LLC;4.4;14.99;FALSE;FALSE;Literature & Fiction;2021
A Confederacy of Dunces;John Kennedy Toole;Amazon.com Services LLC;4.2;8.48;FALSE;FALSE;Literature & Fiction;2007
Beautiful Day: A Novel;Elin Hilderbrand;Hachette Book Group;4.3;10.99;FALSE;FALSE;Literature & Fiction;2013
Hard-Boiled Wonderland and the End of the World (Vintage International);Haruki Murakami;Random House LLC;4.4;1.99;FALSE;TRUE;Literature & Fiction;2010
The Ladies' Midnight Swimming Club;Faith Hogan;Amazon.com Services LLC;4.2;6.99;TRUE;FALSE;Literature & Fiction;2021
Cat's Cradle: A Novel;Kurt Vonnegut;Random House LLC;4.4;9.99;FALSE;FALSE;Literature & Fiction;2009
The Last Lifeboat;Hazel Gaynor;Penguin Group (USA) LLC;4.7;11.99;FALSE;FALSE;Literature & Fiction;2023
The Fake Out: An utterly hilarious and totally heart-warming romantic comedy;Sharon M. Peterson;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2023
Untouchable: A Bully Romance;Sam Mariano;Amazon.com Services LLC;4.4;6.99;TRUE;FALSE;Literature & Fiction;2018
Trinity: a novel of Ireland;Leon Uris;Amazon.com Services LLC;4.6;6.99;FALSE;FALSE;Literature & Fiction;2021
An Island Summer: An absolutely gripping, emotional and heartwarming summer romance;Jenny Hale;Amazon.com Services LLC;4.3;3.99;TRUE;FALSE;Literature & Fiction;2022
hunt me darling: A Dark MFM Stalker Romance;Maree Rose;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2023
To Be Claimed;Willow Winters;Amazon.com Services LLC;4.5;7.99;FALSE;FALSE;Literature & Fiction;2023
All the Ugly and Wonderful Things: A Novel;Bryn Greenwood;Macmillan;4.3;9.99;TRUE;FALSE;Literature & Fiction;2016
Remarkable Creatures: A Novel;Tracy Chevalier;Penguin Group (USA) LLC;4.3;14.99;FALSE;FALSE;Literature & Fiction;2010
The Rest of the Story;Tal Bauer;Amazon.com Services LLC;4.7;5.99;TRUE;FALSE;Literature & Fiction;2023
Billionaire Love;Belleza;Amazon.com Services LLC;4.7;5.99;TRUE;FALSE;Literature & Fiction;2023
Kissing Kosher: A Novel;Jean Meltzer;Harlequin Digital Sales Corp.;4.4;10.99;FALSE;FALSE;Literature & Fiction;2023
Paris: The Novel;Edward Rutherfurd;Random House LLC;4.4;5.99;FALSE;FALSE;Literature & Fiction;2013
The Masterpiece: A Novel (A Redemptive, Character-Driven, Contemporary Christian Fiction Romance Novel);Francine Rivers;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Literature & Fiction;2018
Night Music: A Novel;Jojo Moyes;Penguin Group (USA) LLC;4.3;11.99;FALSE;FALSE;Literature & Fiction;2021
The Curious Incident of the Dog in the Night-Time: A Novel (Vintage Contemporaries);Mark Haddon;Random House LLC;4.2;12.99;FALSE;FALSE;Literature & Fiction;2004
Time Shelter: A Novel;Georgi Gospodinov;Amazon.com Services LLC;4;14.85;FALSE;FALSE;Literature & Fiction;2022
Autumn Nights: A Single Dad Sports Romance;Willow Aster;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2023
All the Little Hopes: A Novel;Leah Weiss;Amazon.com Services LLC;4.5;2.51;FALSE;FALSE;Literature & Fiction;2021
The Guernsey Literary and Potato Peel Pie Society: A Novel;Mary Ann Shaffer;Random House LLC;4.6;13.99;FALSE;FALSE;Literature & Fiction;2008
A Lady's Guide to Scandal: A Novel;Sophie Irwin;Penguin Group (USA) LLC;4.2;11.99;FALSE;FALSE;Literature & Fiction;2023
Blood Over Bright Haven;M. L. Wang;Amazon.com Services LLC;4.7;4.99;TRUE;FALSE;Literature & Fiction;2023
White Teeth (Vintage International);Zadie Smith;Random House LLC;4.1;12.99;FALSE;FALSE;Literature & Fiction;2003
The Girl Who Escaped from Auschwitz: A totally gripping and absolutely heartbreaking World War 2 page-turner, based on a true story;Ellie Midwood;Amazon.com Services LLC;4.6;0.99;TRUE;FALSE;Literature & Fiction;2021
The Blood of My Mother: A historical saga about one woman's fight for survival;Roccie Hill;Amazon.com Services LLC;4.4;1.99;TRUE;FALSE;Literature & Fiction;2023
The Morgan Family Complete Box Set: All 7 Books in the Series;Brooke St. James;Amazon.com Services LLC;5;0.99;TRUE;FALSE;Literature & Fiction;2023
Pumpkin Spice and Not So Nice;Becky Monson;Amazon.com Services LLC;4.3;4.99;TRUE;TRUE;Literature & Fiction;2022
Good Town: A heartbreaking World War II tale based on a true story;Mary Louise Wells;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Literature & Fiction;2023
Shanna;Kathleen E. Woodiwiss;HarperCollins Publishers;4.6;8.99;FALSE;FALSE;Literature & Fiction;2009
Monsters: A Fan's Dilemma;Claire Dederer;Random House LLC;4;14.99;FALSE;FALSE;Literature & Fiction;2023
Americanah: A novel (Ala Notable Books for Adults);Chimamanda Ngozi Adichie;Random House LLC;4.5;12.99;FALSE;FALSE;Literature & Fiction;2013
Defending Our Home: A Small Town Post Apocalypse EMP Thriller Boxset;Colton Lively;Amazon.com Services LLC;4;0.99;TRUE;FALSE;Literature & Fiction;2023
The Surgeon's Daughter: A Novel;Audrey Blake;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Literature & Fiction;2022
What You Wish For: A Novel;Katherine Center;Macmillan;4.3;11.99;FALSE;FALSE;Literature & Fiction;2020
First Flight, Final Fall;C.W. Farnsworth;Amazon.com Services LLC;4.4;3.99;TRUE;TRUE;Literature & Fiction;2021
HarperCollins Study Bible: Fully Revised & Updated;Harold W. Attridge;HarperCollins Publishers;4.7;14.99;TRUE;FALSE;Literature & Fiction;2017
Hello, Sunshine: A Novel;Laura Dave;Simon and Schuster Digital Sales Inc;3.9;9.99;TRUE;FALSE;Literature & Fiction;2017
Love Me Do: the hilarious new feelgood rom-com from the bestselling author;Lindsey Kelk;HarperCollins Publishers;4.4;7.99;FALSE;FALSE;Literature & Fiction;2023
The Chemistry of Love;Sariah Wilson;Amazon.com Services LLC;4.2;2.49;TRUE;FALSE;Literature & Fiction;2023
The Girl in His Shadow: A Novel;Audrey Blake;Amazon.com Services LLC;4.5;8.92;TRUE;FALSE;Literature & Fiction;2021
Say You Love Me;Rachel Murphy;Amazon.com Services LLC;4.6;6.99;TRUE;FALSE;Literature & Fiction;2023
Dear Heart, You Screwed Me;Ashlee Rose;Amazon.com Services LLC;4.1;6.99;TRUE;FALSE;Literature & Fiction;2022
Seven Perfect Things: A Novel;Catherine Ryan Hyde;Amazon.com Services LLC;4.5;5.99;TRUE;FALSE;Literature & Fiction;2021
How to Walk Away: A Novel;Katherine Center;Macmillan;4.4;11.99;TRUE;FALSE;Literature & Fiction;2018
We Were the Lucky Ones: A Novel;Georgia Hunter;Penguin Group (USA) LLC;4.6;8.99;FALSE;FALSE;Literature & Fiction;2017
Liberation Day: Stories;George Saunders;Random House LLC;4.3;14.99;FALSE;FALSE;Literature & Fiction;2022
Black Sheep;Brynne Weaver;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2022
Hotel on the Corner of Bitter and Sweet: A Novel;Jamie Ford;Random House LLC;4.5;14.99;FALSE;FALSE;Literature & Fiction;2009
Honeysuckle Season;Mary Ellen Taylor;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2020
Lord of the Flies;William Golding;Amazon.com Services LLC;4.5;1.99;FALSE;FALSE;Literature & Fiction;2022
A Spark of Light: A Novel;Jodi Picoult;Random House LLC;4.1;13.99;FALSE;FALSE;Literature & Fiction;2018
The Witching Tide: A Novel;Margaret Meyer;Simon and Schuster Digital Sales Inc;3.7;14.99;FALSE;FALSE;Literature & Fiction;2023
The Good Left Undone: A Novel;Adriana Trigiani;Penguin Group (USA) LLC;4.3;11.99;FALSE;FALSE;Literature & Fiction;2022
Broken Bonds;K.L. Moore;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2023
If I Survive You;Jonathan Escoffery;Macmillan;4;11.99;FALSE;FALSE;Literature & Fiction;2022
A Chance Inheritance;Carolyn Brown;Amazon.com Services LLC;3.9;6.45;TRUE;FALSE;Literature & Fiction;2023
Hula: A Novel;Jasmin Iolani Hakes;HarperCollins Publishers;4.2;13.99;FALSE;FALSE;Literature & Fiction;2023
Divine Evil: A Novel;Nora Roberts;Random House LLC;4.4;9.99;FALSE;FALSE;Literature & Fiction;2009
Contact: A Novel;Carl Sagan;Simon and Schuster Digital Sales Inc;4.5;13.99;FALSE;FALSE;Literature & Fiction;2016
Sinful Temptation: An Age Gap Mafia Romance;Poppy St. John;Amazon.com Services LLC;4.3;4.99;TRUE;FALSE;Literature & Fiction;2023
The Lost Girls of Paris: A Novel;Pam Jenoff;Harlequin Digital Sales Corp.;4.3;14.99;FALSE;FALSE;Literature & Fiction;2019
Trespasses: A Novel;Louise Kennedy;Penguin Group (USA) LLC;4.3;14.99;FALSE;FALSE;Literature & Fiction;2022
A Curve in the Road;Julianne MacLean;Amazon.com Services LLC;4.2;4.99;TRUE;FALSE;Literature & Fiction;2018
Someone Else's Bucket List: A Moving and Unforgettable Novel of Love and Loss;Amy T. Matthews;Amazon.com Services LLC;4.5;8.21;TRUE;FALSE;Literature & Fiction;2023
The Tears That Taught Me;Morgan Richard Olivier;Amazon.com Services LLC;4.7;9.99;FALSE;TRUE;Literature & Fiction;2022
