title;author;soldBy;stars;price;isKindleUnlimited;isBestSeller;Genre;publishedYear
The Joyous Recovery: A New Approach to Emotional Healing and Wellness;Lundy Bancroft;Amazon.com Services LLC;4.6;7.99;FALSE;FALSE;Self-Help;2019
Defy Gravity: Healing Beyond the Bounds of Reason;Caroline Myss;Penguin Random House Publisher Services;4.6;9.99;FALSE;FALSE;Self-Help;2009
The Power of Misfits: How to Find Your Place in a World You Don’t Fit In;Anna LeMind;Amazon.com Services LLC;4.6;5.99;FALSE;FALSE;Self-Help;2020
Happy at Last: The Thinking Person's Guide to Finding Joy;Richard O'Connor;Macmillan;4.6;11.99;FALSE;FALSE;Self-Help;2013
Infinite Self: 33 Steps to Reclaiming Your Inner Power;Stuart Wilde;Penguin Random House Publisher Services;4.7;0;FALSE;FALSE;Self-Help;1996
Love to Eat, Hate to Eat: Breaking the Bondage of Destructive Eating Habits;Elyse Fitzpatrick;Amazon.com Services LLC;4.4;11.49;FALSE;FALSE;Self-Help;2020
Deliberate Discomfort: How U.S. Special Operations Forces Overcome Fear and Dare to Win by Getting Comfortable Being Uncomfortable;Jason Van Camp;Amazon.com Services LLC;4.8;8.49;TRUE;FALSE;Self-Help;2022
Saving Sara: A Memoir of Food Addiction;Sara  Somers;Amazon.com Services LLC;4.3;8.49;FALSE;FALSE;Self-Help;2020
The Day Makes the Year (Makes a Life): Transform your work and life with One-Day Success;Doug Fleener;Amazon.com Services LLC;5;5.99;TRUE;FALSE;Self-Help;2023
Hedge Witch: A Book of Magic for Solitary Practitioners;Emme Tennant;Amazon.com Services LLC;4.5;8.9;TRUE;FALSE;Self-Help;2022
Let There Be Life: How To Use Your Words & Actions To Transform Your Life With Effective Prayer;Yetunde Akinsulire;Amazon.com Services LLC;5;15.99;FALSE;FALSE;Self-Help;2023
Exponential Living: Stop Spending 100% of Your Time on 10% of Who You Are;Sheri Riley;Penguin Group (USA) LLC;4.6;6.99;FALSE;FALSE;Self-Help;2017
The Dharma in Difficult Times: Finding Your Calling in Times of Loss, Change, Struggle, and Doubt;Stephen Cope;Penguin Random House Publisher Services;4.6;9.99;FALSE;FALSE;Self-Help;2022
Breaking Negative Thinking Patterns: A Schema Therapy Self-Help and Support Book;Gitta Jacob;JOHN WILEY AND SONS INC;4.4;19;FALSE;FALSE;Self-Help;2014
Heart Thoughts: A Treasury of Inner Wisdom;Louise Hay;Penguin Random House Publisher Services;4.7;9.99;FALSE;FALSE;Self-Help;1995
Speaking with Spirit: 52 Prayers to Guide, Inspire, and Uplift You;Agapi Stassinopoulos;Random House LLC;4.6;5.99;FALSE;FALSE;Self-Help;2022
Empathy: Why It Matters, and How to Get It;Roman Krznaric;Penguin Group (USA) LLC;4.2;12.99;FALSE;FALSE;Self-Help;2014
Trauma Releasing Exercises;David Berceli;Amazon.com Services LLC;4.5;9.99;FALSE;FALSE;Self-Help;2011
Embracing Our Selves: The Voice Dialogue Manual;Hal Stone Ph.D.;Amazon.com Services LLC;4.5;9.99;FALSE;FALSE;Self-Help;2011
The Seer's Awakening: A Journey of Freedom and Connection to the Hidden Truths of Existence;Oded Shefer;Amazon.com Services LLC;4.4;0.99;TRUE;FALSE;Self-Help;2023
I Miss You When I Blink: Essays;Mary Laura Philpott;Simon and Schuster Digital Sales Inc;4.2;13.99;FALSE;FALSE;Self-Help;2019
Mind is the Master: The Complete James Allen Treasury;James Allen;Amazon.com Services LLC;4.8;0;FALSE;FALSE;Self-Help;2019
Mindfulness-Based Art Therapy Activities: Creative Techniques to Stay Present, Manage Difficult Feelings, and Find Balance;Jennie Powe Runde MFT REAT;Amazon.com Services LLC;4.8;9.99;TRUE;FALSE;Self-Help;2023
The Elevated Leader: Level Up Your Leadership Through Vertical Development;Ryan Gottfredson;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Self-Help;2022
Born to Win: Find Your Success Code;Zig Ziglar;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2014
The Science of Influence: How to Inspire Yourself and Others to Greatness;Brian Tracy;Amazon.com Services LLC;4.2;11.49;FALSE;FALSE;Self-Help;2018
Abundance Now: Amplify Your Life & Achieve Prosperity Today;Lisa Nichols;HarperCollins Publishers;4.7;12.49;FALSE;FALSE;Self-Help;2016
Your DAMN Manifesto: Discover the Keys to Personal Transformation and Bringing Your Biggest Dreams to Life;Bevin Farrand;Amazon.com Services LLC;5;0;FALSE;FALSE;Self-Help;2023
Dear Cary: My Life with Cary Grant;Dyan Cannon;HarperCollins Publishers;4;13.99;FALSE;FALSE;Self-Help;2011
THIS IS THAT: Patanjali's Yoga Sutras Padas 1 and 2;Anand Mehrotra;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2019
Beginners: The Joy and Transformative Power of Lifelong Learning;Tom Vanderbilt;Random House LLC;4.2;12.99;FALSE;FALSE;Self-Help;2021
Naked Money Meetings: Ending Money Fights with Your Partner Forever;Erin Skye Kelly;Amazon.com Services LLC;5;9.99;FALSE;FALSE;Self-Help;2023
Manifest: The Power to Renew Your Mind and Transform Your Life;Kevin Murriel;Amazon.com Services LLC;0;9.99;FALSE;FALSE;Self-Help;2023
The Mental Equivalent;Emmett Fox;Simon & Schuster Digital Sales Inc.;4.8;0;FALSE;FALSE;Self-Help;2013
The Maker's Guide to Magic: How to Unlock Your Creativity Using Astrology, Tarot, and Other Oracles;Andrea Hannah;Macmillan;4.6;12.99;FALSE;FALSE;Self-Help;2023
Law of Attraction: A Gateway Drug to Spiritual Heroin;Jon Clash;Amazon.com Services LLC;4.9;9.99;FALSE;FALSE;Self-Help;2023
Person-to-Person Astrology: Energy Factors in Love, Sex and Compatibility;Stephen Arroyo;Penguin Random House Publisher Services;4.5;13.99;FALSE;FALSE;Self-Help;2011
Understanding People: Why We Long for Relationship;Larry Crabb;Amazon.com Services LLC;4.7;11.39;FALSE;FALSE;Self-Help;2023
Slowing Down to the Speed of Life: How to Create a more Peaceful, Simpler Life from the Inside Out;Richard Carlson;HarperCollins Publishers;4.5;12.49;FALSE;FALSE;Self-Help;2009
The Extraordinary Gift of Being Ordinary: Finding Happiness Right Where You Are;Ronald D. Siegel;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Self-Help;2021
Mind Magic for Beginners: Simple Magic for Wizard Wanna-Bees;Merlin Starlight;Amazon.com Services LLC;4.5;8.88;TRUE;FALSE;Self-Help;2019
Connecting: Healing for Ourselves and Our Relationships;Larry Crabb;Amazon.com Services LLC;4.6;10.44;FALSE;FALSE;Self-Help;2023
What You Want Wants You;Suzanne Eder;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2023
Bending Time: Accessing Heavenly Realities For Abundant Living;Dan McCollam;Amazon.com Services LLC;4.8;4.99;FALSE;FALSE;Self-Help;2019
The Art of Being Broken: How Storytelling Saves Lives;Kevin Hines;Amazon.com Services LLC;5;9.99;FALSE;FALSE;Self-Help;2023
11 Secrets Successful People Know About Goal Setting: A Science-Based Guide That Turns Goals Into Reality;Kevin Kruse;Amazon.com Services LLC;4.8;2.99;FALSE;FALSE;Self-Help;2023
Close Your Eyes, Get Free: Use Self-Hypnosis to Reduce Stress, Quit Bad Habits, and Achieve Greater Relaxation and Focus;Grace Smith;Hachette Book Group;4.7;9.99;FALSE;FALSE;Self-Help;2018
How to Love Yourself (and Sometimes Other People): Spiritual Advice for Modern Relationships;Meggan Watterson;Penguin Random House Publisher Services;4.5;9.99;FALSE;FALSE;Self-Help;2015
Constructive Living (Kolowalu Books (Paperback));David K. Reynolds;Amazon.com Services LLC;4.5;8.16;FALSE;FALSE;Self-Help;1984
Open Your Mind to Prosperity;Catherine Ponder;Amazon.com Services LLC;4.8;11.77;FALSE;FALSE;Self-Help;1971
Never Too Late: Inspiration, Motivation, and Sage Advice from 7 Later-in-Life Athletes;Kate Champion;Amazon.com Services LLC;4.3;5.99;TRUE;FALSE;Self-Help;2020
Getting Out from Going Under: Daily Reader for Compulsive Debtors and Spenders;Susan B.;Amazon.com Services LLC;4.6;6.99;FALSE;FALSE;Self-Help;2015
Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life;Gaur Gopal Das;Random House India;4.6;16;FALSE;FALSE;Self-Help;2018
EATING DISORDERS: EMOTIONAL & BINGE EATING: A Practical Self-Help Guide to Stop Overeating and Put an End to Restrictive Dieting Plans and Quick Weight Loss Formulas;Kristen Moore;Amazon.com Services LLC;0;9.99;FALSE;FALSE;Self-Help;2019
The Servant With One Talent: Five Success Principles from the Greatest Parable Ever Told;Michael Ivanov;Amazon.com Services LLC;4.7;9.99;TRUE;FALSE;Self-Help;2021
Living Your Strengths: Discover Your God-Given Talents and Inspire Your Community;Albert L. Winseman;Simon & Schuster Digital Sales Inc.;4.3;16.99;FALSE;FALSE;Self-Help;2004
The Finnish Way: Finding Courage, Wellness, and Happiness Through the Power of Sisu;Katja Pantzar;Penguin Group (USA) LLC;4.5;13.99;FALSE;FALSE;Self-Help;2018
Stress-Proof: The Scientific Solution to Protect Your Brain and Body--and Be More Resilient Every Day;Mithu Storoni;Penguin Group (USA) LLC;4.5;10.99;FALSE;FALSE;Self-Help;2017
The Land Between: Finding God in Difficult Transitions;Jeff Manion;Amazon.com Services LLC;4.7;13.49;FALSE;FALSE;Self-Help;2023
BABA: Mohanji and Masters;Rajesh Kamath;Amazon.com Services LLC;5;9.99;FALSE;FALSE;Self-Help;2023
An Uncommon Bond;Jeff Brown;Amazon.com Services LLC;4.3;12.99;FALSE;FALSE;Self-Help;2015
Resilience: Powerful Practices for Bouncing Back from Disappointment, Difficulty, and Even Disaster;Linda Graham;Amazon.com Services LLC;4.7;9.49;FALSE;FALSE;Self-Help;2018
Front Sight Focus: Ten phrases US NAVY SEALS use to ensure mission success;David Havens;Amazon.com Services LLC;4.6;9.99;TRUE;FALSE;Self-Help;2016
Spark: 24 Concepts to Ignite, Unstick or Supercharge Your Work Life;Chris Mettler;Amazon.com Services LLC;4.3;9.99;FALSE;FALSE;Self-Help;2023
Stop Calling Me Beautiful: Finding Soul-Deep Strength in a Skin-Deep World;Phylicia Masonheimer;Amazon.com Services LLC;4.8;9.49;FALSE;FALSE;Self-Help;2020
Balance over Billions: The Playful Paradox of Purses and Purpose;Libre Neuralis;Amazon.com Services LLC;0;4.99;TRUE;FALSE;Self-Help;2023
The Top 10 Distinctions Between Millionaires and the Middle Class;Keith Cameron Smith;Random House LLC;4.7;9.99;FALSE;FALSE;Self-Help;2007
NARC AWAY COMIC BOOK: COMIC RELIEF FOR SURVIVORS OF NARCISSISTIC ABUSE;Eve McLain-Newsom;Amazon.com Services LLC;0;3.99;TRUE;FALSE;Self-Help;2023
Mama Gena's Owner's and Operator's Guide to Men;Regena Thomashauer;Simon and Schuster Digital Sales Inc;4.3;13.99;FALSE;FALSE;Self-Help;2003
Opening the Akashic Records: Meet Your Record Keepers and Discover Your Soul's Purpose;Maureen J. St. Germain;Simon & Schuster Digital Sales Inc.;4.6;9.99;FALSE;FALSE;Self-Help;2019
Unstoppable: Motivation Secrets You Need to Develop Courage, Confidence and A Positive Mental Attitude;Brian Tracy;Amazon.com Services LLC;4.5;7.99;FALSE;FALSE;Self-Help;2023
The Power of Decision: A Step-by-Step Program to Overcome Indecision and Live Without Failure Forever (Tarcher Master Mind Editions);Raymond Charles Barker;Penguin Group (USA) LLC;4.7;4.99;FALSE;FALSE;Self-Help;2011
Ancestral Grimoire: Connect with the Wisdom of the Ancestors through Tarot, Oracles, and Magic;Nancy Hendrickson;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Self-Help;2022
Yes, No, Maybe: How to recognize and overcome fear of commitment - Help for those affected and their partners;Stefanie Stahl;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Self-Help;2020
Jack Canfield's Key to Living the Law of Attraction: A Simple Guide to Creating the Life of Your Dreams;Jack Canfield;Simon & Schuster Digital Sales Inc.;4.7;10.99;FALSE;FALSE;Self-Help;2010
Never Forget To Laugh: Personal Recollections of Bill Thetford, Co-Scribe of A Course In Miracles;Carol Howe;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Self-Help;2010
Success Comes from You: Success Comes from Creating the Best Life for Yourself;Dr. Christina S. Rogers;Amazon.com Services LLC;4.2;9.99;FALSE;FALSE;Self-Help;2021
The Highly Sensitive Person's Guide to Stop People-Pleasing: Finally, Put Yourself First, Set Boundaries with Confidence, and Release the Negativity in Saying NO!;C. Jeffrey;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Self-Help;2022
It’s Just a Thought: Emotional Freedom through Deliberate Thinking;Thomas M. Sterner;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Self-Help;2023
Big Little Steps: A Woman's Guide to Embracing Islam;Loujayne Mathilde;Amazon.com Services LLC;4.8;11.49;FALSE;FALSE;Self-Help;2020
My Biography - Write The Story Of Your Life | Valuable reflection and quality time: Over 200 chapters and 1000 questions to write down your own biography: The Original;Stephan Gabriel;Amazon.com Services LLC;5;6.95;TRUE;FALSE;Self-Help;2023
1% Success Habits: 10 Daily Habits to Crush Your Day;Brandon Nankivell;Amazon.com Services LLC;4.3;0;FALSE;FALSE;Self-Help;2019
The Archetype Diet: Reclaim Your Self-Worth and Change the Shape of Your Body;Dana James;Penguin Group (USA) LLC;4.2;14.99;FALSE;FALSE;Self-Help;2018
The Life of Jesus Christ And Biblical Revelations (4 Volume set): From the Visions of Ven. Anne Catherine Emmerich;Emmerich;Amazon.com Services LLC;4.8;1.99;FALSE;FALSE;Self-Help;2023
The Fear and Anxiety Solution: A Breakthrough Process for Healing and Empowerment with Your Subconscious Mind;Friedemann Schaub MD PhD;Macmillan;4.3;11.99;FALSE;FALSE;Self-Help;2012
The Answer To All Your Questions (The First Book Of Judah);Anjie Hipple;Amazon.com Services LLC;4.5;9.99;TRUE;FALSE;Self-Help;2022
Rhinoceros Success;Scott Alexander;Amazon.com Services LLC;4.6;9.7;FALSE;FALSE;Self-Help;1980
A Manual for Developing Humans;P. M. H. Atwater;Amazon.com Services LLC;4.3;7.99;FALSE;FALSE;Self-Help;2017
Fulfilled: How the Science of Spirituality Can Help You Live a Happier, More Meaningful Life;Dr. Anna Yusim;Hachette Book Group;4.6;4.99;FALSE;FALSE;Self-Help;2017
How Enlightenment Changes Your Brain: The New Science of Transformation;Andrew Newberg;Penguin Group (USA) LLC;4.5;9.99;FALSE;FALSE;Self-Help;2016
You Can Be Happy No Matter What: Five Principles for Keeping Life in Perspective;Richard Carlson;Amazon.com Services LLC;4.7;9.02;FALSE;FALSE;Self-Help;2010
Handbook to Happiness: A Biblical Guide to Victorious Living;Charles R. Solomon;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2011
Creative Directions: Mastering the Transition from Talent to Leader;Jason Sperling;HarperCollins Publishing;4.6;14.99;FALSE;FALSE;Self-Help;2021
Eat That Frog;Brian Tracy;Amazon.com Services LLC;4.2;3.99;FALSE;FALSE;Self-Help;2022
Exhale: 40 Breathwork Exercises to Help You Find Your Calm, Supercharge Your Health, and Perform at Your Best;Richie Bostock;Penguin Group (USA) LLC;4.5;13.99;FALSE;FALSE;Self-Help;2020
The Four Sacred Secrets: For Love and Prosperity, A Guide to Living in a Beautiful State;Preethaji;Simon and Schuster Digital Sales Inc;4.7;13.99;FALSE;FALSE;Self-Help;2019
Reflections on a Mountain Lake: Teachings on Practical Buddhism;Jetsunma Tenzin Palmo;Penguin Random House Publisher Services;5;16.99;FALSE;FALSE;Self-Help;2023
The Greatest You: Face Reality, Release Negativity & Live Your Purpose;Trent Shelton;Amazon.com Services LLC;4.8;11.99;FALSE;FALSE;Self-Help;2023
Good Company;Arthur M. Blank;HarperCollins Publishers;4.7;20.99;FALSE;FALSE;Self-Help;2020
Never Let a Good Disaster Go to Waste: Making Sense of a Life of Absurdity, A Memoir;Kat Finnerty;Amazon.com Services LLC;4.9;4.99;FALSE;FALSE;Self-Help;2023
Humilitas: A Lost Key to Life, Love, and Leadership;John Dickson;HarperCollins Publishing;4.5;11.49;FALSE;FALSE;Self-Help;2011
The Loving Yourself Book For Women: A Practical Guide to Boost Self-Esteem, Heal Your Inner Child, and Celebrate the Woman You Are;Diana Rachel Bletter;Amazon.com Services LLC;4.9;4.99;TRUE;FALSE;Self-Help;2023
Behold the Spirit: A Study in the Necessity of Mystical Religion;Alan Watts;Random House LLC;4.4;8.99;FALSE;FALSE;Self-Help;2011
Awaken Healing Through the Tao: The Taoist Secret of Circulating Internal Power;Mantak Chia;Amazon.com Services LLC;4.5;7.99;FALSE;FALSE;Self-Help;2016
Adventures in Resilience: Ignite the 12 Powers in You to Create a Radiant Life;Sharon Connors;Amazon.com Services LLC;4.4;9.95;FALSE;FALSE;Self-Help;2020
From Charm to Harm: And Everything Else in Between With a Narcissist;Gregory Zaffuto;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Self-Help;2016
Little Voice Mastery: How to Win the War Between Your Ears in 30 Seconds or Less and Have an Extraordinary Life!;Blair Singer;Amazon.com Services LLC;4.6;13.49;FALSE;FALSE;Self-Help;2013
Writing That Gets Noticed: Find Your Voice, Become a Better Storyteller, Get Published;Estelle Erasmus;Amazon.com Services LLC;5;10.99;FALSE;FALSE;Self-Help;2023
Across That Bridge: Life Lessons and a Vision for Change;John Lewis;Hachette Book Group;4.9;10.99;FALSE;FALSE;Self-Help;2012
How Not to Be a Hot Mess: A Buddhist Survival Guide for Modern Life;nico hase;Penguin Random House Publisher Services;0;13.99;FALSE;FALSE;Self-Help;2023
When Faith Becomes Sight: Opening Your Eyes to God's Presence All Around You;Beth A. Booram;Amazon.com Services LLC;4.6;14.99;FALSE;FALSE;Self-Help;2019
The Muslim Mindset: Practical Lessons in Achieving a Positive Mental Attitude;Zakia Khalil;Amazon.com Services LLC;4.7;9.99;TRUE;FALSE;Self-Help;2017
The Sober Girl Society Handbook: An empowering guide to living hangover free;Millie Gooch;PRH UK;4.6;12.99;FALSE;FALSE;Self-Help;2021
The Anti-Depression Anti-Anxiety Book;DanM @CowsEatGrass;Amazon.com Services LLC;0;9.99;FALSE;FALSE;Self-Help;2023
Meditations With Sri Nisargadatta Maharaj;English editing by Suresh Mehta;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Self-Help;2014
Vulvacious: Embracing Female Sexuality and Sexual Freedom;Michal Cohen Simha;Amazon.com Services LLC;4.8;0.99;TRUE;FALSE;Self-Help;2023
HD.OS: the Gates of Human Design Oracle System : Inner Guidebook;Wyndstorm Sage;Amazon.com Services LLC;0;9.99;TRUE;FALSE;Self-Help;2023
The Friendship of Women: The Hidden Tradition of the Bible;Joan Chittister;Amazon.com Services LLC;4.5;9.99;FALSE;FALSE;Self-Help;2012
HELP!: How to Become Slightly Happier and Get a Bit More Done;Oliver Burkeman;Amazon.com Services LLC;4.3;9.99;FALSE;FALSE;Self-Help;2011
Neville Goddard: Master Your Inner Game to Achieve Your Every Desire: Book 1 Inner Talking (Neville Goddard & Rita Faith - Master Your Inner Game);Rita Faith;Amazon.com Services LLC;4.8;2.99;TRUE;FALSE;Self-Help;2016
Making the Best of a Bad Decision: How to Put Your Regrets behind You, Embrace Grace, and Move toward a Better Future;Erwin W. Lutzer;Amazon.com Services LLC;4.5;11.96;FALSE;FALSE;Self-Help;2011
Break Through the Limits of the Brain: Experience Superconscious Awareness, Intuition, Vitality, Creativity, and Fulfilling Divine Joy;Joseph Selbie;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2022
The Ten Keys To Total Freedom: A Conversation with Gary M. Douglas & Dr. Dain Heer;Dr. Dain Heer;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2012
Weird: The Power of Being an Outsider in an Insider World;Olga Khazan;Hachette Book Group;4.3;12.99;FALSE;FALSE;Self-Help;2020
Love The Real Da Vinci Code;Leonard G. Horowitz;Amazon.com Services LLC;4.3;9.99;TRUE;FALSE;Self-Help;2018
Surviving Debt: Expert Advice for Getting Out of Financial Trouble;National Consumer Law Center;Amazon.com Services LLC;4.5;9.99;FALSE;FALSE;Self-Help;2023
Switchwords: How to Use One Word to Get What You Want;Liz Dean;HarperCollins Publishers;4.5;11.99;FALSE;FALSE;Self-Help;2015
The Shadow Effect: Illuminating the Hidden Power of Your True Self;Deepak Chopra;HarperCollins Publishers;4.5;13.99;FALSE;FALSE;Self-Help;2010
The Attractor Factor: 5 Easy Steps for Creating Wealth (or Anything Else) From the Inside Out;Joe Vitale;JOHN WILEY AND SONS INC;4.5;14;FALSE;FALSE;Self-Help;2009
Rock Your Midlife: 7 Steps to Transform Yourself and Make Your Next Chapter Your Best Chapter;Ellen Albertson;Amazon.com Services LLC;4.6;8.99;FALSE;FALSE;Self-Help;2021
This Moment Is Your Miracle: Spiritual Tools to Transcend Fear and Experience the Power of the Present Moment;David Hoffmeister;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2019
Dear Self;Ruby Dhal;Amazon.com Services LLC;4.7;5.99;FALSE;FALSE;Self-Help;2020
Astrology, Psychology & the Four Elements: An Energy Approach to Astrology & Its Use in the Counseling Arts;Stephen Arroyo;Amazon.com Services LLC;4.7;12.75;FALSE;FALSE;Self-Help;2018
Gratitude Changes Everything;Dr. Johnny Bergstrom;Amazon.com Services LLC;0;9.99;TRUE;FALSE;Self-Help;2023
Emotional Rescue: How to Work with Your Emotions to Transform Hurt and Confusion into Energy That Empowers You;Rinpoche Dzogchen Ponlop;Penguin Group (USA) LLC;4.7;4.99;FALSE;FALSE;Self-Help;2016
Living Deeply: The Art & Science of Transformation in Everyday Life;Marilyn Schlitz;Amazon.com Services LLC;4.4;12.99;FALSE;FALSE;Self-Help;2008
Hearticulations: On Love, Friendship, and Healing;Jeff Brown;Amazon.com Services LLC;4.7;11.99;FALSE;FALSE;Self-Help;2020
Twelve Steps to a Compassionate Life;Karen Armstrong;Random House LLC;4.5;9.99;FALSE;FALSE;Self-Help;2010
The Joy of Not Working: A Book for the Retired, Unemployed, and Overworked — 21st Century Edition;Ernie J. Zelinski;Amazon.com Services LLC;4.3;9.97;FALSE;FALSE;Self-Help;2013
Water Up Fire Down: An Energy Principle for Creating Calmness, Clarity, and a Lifetime of Health;Ilchi Lee;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2020
What Stories Are You Living?: Discover Your Archetypes - Transform Your Life!;Carol Pearson;Amazon.com Services LLC;4.5;9.99;FALSE;FALSE;Self-Help;2021
Verbal Abuse: Recognizing, Dealing, Reacting, and Recovering;Peg Streep;Amazon.com Services LLC;4.5;9.99;FALSE;FALSE;Self-Help;2022
Life's Missing Instruction Manual: The Guidebook You Should Have Been Given at Birth;Joe Vitale;Amazon.com Services LLC;4.3;11.99;FALSE;FALSE;Self-Help;2022
Imagine Big: Unlock the Secret to Living Out Your Dreams;Terri Savelle Foy;Amazon.com Services LLC;4.8;9.99;TRUE;FALSE;Self-Help;2017
Pulling Your Own Strings: Dynamic Techniques for Dealing with Other People and Living Your Life As You Choose;Wayne W. Dyer;HarperCollins Publishers;4.6;13.99;FALSE;FALSE;Self-Help;2011
How to Stop Negative Thinking: The 7-Step Plan to Eliminate Negativity, Overcome Rumination, Cease Overthinking Spiral, and Change Your Toxic Thoughts to Healthy Self-Talk;Chase Hill;Amazon.com Services LLC;4.5;3.97;TRUE;FALSE;Self-Help;2021
Your Money and Your Brain: How the New Science of Neuroeconomics Can Help Make You Rich;Jason Zweig;Simon and Schuster Digital Sales Inc;4.4;13.99;FALSE;FALSE;Self-Help;2007
Light the Dark: Writers on Creativity, Inspiration, and the Artistic Process;Joe Fassler;Penguin Group (USA) LLC;4.5;10.99;FALSE;FALSE;Self-Help;2017
THE WAY TO LIVE: Purpose isn't discovered. It is created.;Joshua Craft;Amazon.com Services LLC;5;9.99;TRUE;FALSE;Self-Help;2023
Life Without Limits: 10 Easy Steps to Success & Happiness;Robert B. Stone;Amazon.com Services LLC;4.8;8.99;TRUE;FALSE;Self-Help;2020
It's All Under Control Bible Study: A 6-Week Guided Journey;Jennifer Dukes Lee;Amazon.com Services LLC;4.7;9.4;FALSE;FALSE;Self-Help;2018
Not the price of admission: Healthy relationships after childhood trauma;Laura S. Brown;Amazon.com Services LLC;4.7;9.99;TRUE;FALSE;Self-Help;2015
Awake Where You Are: The Art of Embodied Awareness;Martin Aylward;Simon & Schuster Digital Sales Inc.;4.8;13.99;FALSE;FALSE;Self-Help;2021
A Simple Way to Pray;Martin Luther;Amazon.com Services LLC;4.7;3.79;FALSE;FALSE;Self-Help;2012
Emotional Intelligence for Project Managers: The People Skills You Need to Achieve Outstanding Results;Anthony Mersino;HarperCollins Publishing;4.5;12.49;FALSE;FALSE;Self-Help;2013
Turn Your Passions into Profits: The Proven Path for Building a Rewarding Online Business;Matt McWilliams;Penguin Random House Publisher Services;4.8;14.99;FALSE;FALSE;Self-Help;2023
The Seven Decisions: Understanding the Keys to Personal Success;Andy Andrews;HarperCollins Publishing;4.7;13.99;FALSE;FALSE;Self-Help;2014
Unleashing Your Power: Moving Through the Trauma of Partner Betrayal;Carol Juergensen Sheets;Amazon.com Services LLC;4.6;24.99;FALSE;FALSE;Self-Help;2021
The Hope Circuit: A Psychologist's Journey from Helplessness to Optimism;Martin E. P. Seligman;Hachette Book Group;4.4;17.99;FALSE;FALSE;Self-Help;2018
Unleashing Inner Strength: A Navy SEAL's Guide to Preparedness, Resilience, Grit, and Compassion Through Mindfulness;Jon Macaskill;Amazon.com Services LLC;5;2.99;TRUE;FALSE;Self-Help;2023
Energetic Boundaries: How to Stay Protected and Connected in Work, Love, and Life;Cyndi Dale;Macmillan;4.6;11.99;FALSE;FALSE;Self-Help;2011
My Father's Business: The Small-Town Values That Built Dollar General into a Billion-Dollar Company;Cal Turner Jr.;Hachette Book Group;4.4;11.99;FALSE;FALSE;Self-Help;2018
Real Happiness at Work: Meditations for Accomplishment, Achievement, and Peace;Sharon Salzberg;Hachette Book Group;4.6;2.99;FALSE;FALSE;Self-Help;2013
Chaos Theory: Finding Meaning in the Madness, One Bad Decision at a Time;Leah Mcsweeney;HarperCollins Publishers;4.4;17.99;FALSE;FALSE;Self-Help;2022
A Comprehensive Guide to Mastering Adult ADHD: Key Questions and Answers for Understanding Therapeutic and Non-Therapeutic Options to Enhance Your Focus, Navigate Your Emotions, Break Barriers;Dr Vivian Abobo;Amazon.com Services LLC;4.1;0.99;TRUE;FALSE;Self-Help;2023
Understand Women Better;Lorin Krenn;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Self-Help;2020
Manipulated;H G Tudor;Amazon.com Services LLC;4.6;8.99;FALSE;FALSE;Self-Help;2015
Metatron This Is The Clarion Call;Archangel Metatron;Amazon.com Services LLC;4.6;9.99;TRUE;FALSE;Self-Help;2011
Psychology: Themes and Variations;Wayne Weiten;Cengage Learning;4.5;46.99;FALSE;FALSE;Self-Help;2016
The Magic Diamond: Jung's 8 Paths for Self-Coaching;Dario Nardi;Amazon.com Services LLC;4.7;9.45;TRUE;FALSE;Self-Help;2021
The Power of Charm: How to Win Anyone Over in Any Situation;Brian Tracy;Amazon.com Services LLC;4.4;9.99;FALSE;FALSE;Self-Help;2023
Stop Overthinking And Get Your Act Together: 13 Tips to Calm Your Anxious Mind, Reduce Stress, Increase Productivity, and Find Happiness;Lara J. Noble;Amazon.com Services LLC;4.7;4.99;TRUE;FALSE;Self-Help;2023
A Deep Breath of Life: Daily Inspiration for Heart-Centered Living;Alan Cohen;Penguin Random House Publisher Services;4.8;9.99;FALSE;FALSE;Self-Help;1996
The Awakened Woman: A Guide for Remembering & Igniting Your Sacred Dreams;Tererai Trent;Simon and Schuster Digital Sales Inc;4.7;13.99;FALSE;FALSE;Self-Help;2017
